Quote,Book,Word Count,Topic 1,Purpose,Topic_1_clean,Purpose_clean,word_count,char_count,norm_word_count,norm_char_count,is_short,is_medium,is_long,book
"kumiko and i felt something for each other from the beginning. it was not one of those strong, impulsive feelings that can hit two people like an electric shock when they first meet, but something quieter and gentler, like two tiny lights traveling in tandem through a vast darkness and drawing imperceptibly closer to each other as they go. as our meetings grew more frequent, i felt not so much that i had met someone new as that i had chanced upon a dear old friend.",The Wind-Up Bird Chronicle,86,"Connection, Journey, Light","Quiet, Intimacy, Hopeful","['connection', 'journey', 'light']","['quiet', 'intimacy', 'hopeful']",86,469,0.2866666666666667,0.2345,0,1,0,The Wind-Up Bird Chronicle
"but why should you be interested in me? good question. i can t explain it myself right this moment. but maybe - just maybe - if we start getting together and talking, after a while something like francis lai s soundtrack music will start playing in the background, and a whole slew of concrete reasons why i m interested in you will line up out of nowhere. with luck, it might even snow for us.",After Dark,72,"connection, music, mystery","intrigue, curiosity, potential, discovery","['connection', 'music', 'mystery']","['intrigue', 'curiosity', 'potential', 'discovery']",75,394,0.25,0.197,1,0,0,After Dark
"i think that my job is to observe people and the world, and not to judge them. i always hope to position myself away from so-called conclusions. i would like to leave everything wide open to all the possibilities in the world.",,42,"observation, openness, possibilities","non-judgmental, curiosity, potential","['observation', 'openness', 'possibilities']","['non-judgmental', 'curiosity', 'potential']",42,226,0.14,0.113,1,0,0,
"i m not totally mad at you. i m just sad. you re all locked up in that little world of yours, and when i try knocking on the door, you just sort of look up for a second and go right back inside.",Norwegian Wood,41,"isolation, communication, emotional barriers","sadness, longing, frustration","['isolation', 'communication', 'emotional barriers']","['sadness', 'longing', 'frustration']",44,194,0.14666666666666667,0.097,1,0,0,Norwegian Wood
"time expands, then contracts, all in tune with the stirrings of the heart.",Kafka on the Shore,13,"time, heart, expansion, contraction","emotional, connection, introspection, resonance","['time', 'heart', 'expansion', 'contraction']","['emotional', 'connection', 'introspection', 'resonance']",13,74,0.043333333333333335,0.037,1,0,0,Kafka on the Shore
life is so uncertain you never know what could happen. one way to deal with that is to keep your pajamas washed.,1Q84,22,"uncertainty, preparation, control","security, stability, comfort","['uncertainty', 'preparation', 'control']","['security', 'stability', 'comfort']",22,112,0.07333333333333333,0.056,1,0,0,1Q84
"maybe i am fated to always be alone, tsukuru found himself thinking. people came to him, but in the end they always left. they came, seeking something, but either they couldn t find it, or were unhappy with what they found or else they were disappointed or angry , and then they left. one day, without warning, they vanished, with no explanation, no word of farewell. like a silent hatchet had sliced the ties between them, ties through which warm blood still flowed, along with a quiet pulse.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,86,"loneliness, transience, seeking","melancholy, introspection, resignation","['loneliness', 'transience', 'seeking']","['melancholy', 'introspection', 'resignation']",88,493,0.29333333333333333,0.2465,0,1,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"with my eyes closed, i would touch a familiar book and draw its fragrance deep inside me. this was enough to make me happy.",Norwegian Wood,25,"memory, comfort, escapism","happiness, solace, contentment","['memory', 'comfort', 'escapism']","['happiness', 'solace', 'contentment']",24,123,0.08,0.0615,1,0,0,Norwegian Wood
"there are some things about myself i can t explain to anyone. there are some things i don t understand at all. i can t tell what i think about things or what i m after. i don t know what my strengths are or what i m supposed to do about them. but if i start thinking about these things in too much detail the whole thing gets scary. and if i get scared i can only think about myself. i become really self-centered, and without meaning to, i hurt people. so i m not such a wonderful human being.",The Elephant Vanishes,94,"identity, self-discovery, uncertainty","introspection, confusion, existential angst","['identity', 'self-discovery', 'uncertainty']","['introspection', 'confusion', 'existential angst']",101,494,0.33666666666666667,0.247,0,1,0,The Elephant Vanishes
"its just that youre about to do something out of the ordinary. and after you do something like that, the everyday look of things might seem to change a little. things may look different to you than they did before. but dont let appearances fool you. theres always only one reality.",1Q84,51,"reality, perception, change","reflection, caution, clarity","['reality', 'perception', 'change']","['reflection', 'caution', 'clarity']",51,281,0.17,0.1405,1,0,0,1Q84
never let fear and stupid pride make you lose someone whos precious to you.,Colorless Tsukuru Tazaki and His Years of Pilgrimage,14,"fear, pride, loss","love, regret, value","['fear', 'pride', 'loss']","['love', 'regret', 'value']",14,75,0.04666666666666667,0.0375,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"people fall in love without reason, without even wanting to. you cant predict it. thats love.",Dance Dance Dance,16,"love, unpredictability","emotion, realization","['love', 'unpredictability']","['emotion', 'realization']",16,93,0.05333333333333334,0.0465,1,0,0,Dance Dance Dance
"we re so caught up in our everyday lives that events of the past, like ancient stars that have burned out, are no longer in orbit around our minds. there are just too many things we have to think about every day, too many new things we have to learn. new styles, new information, new technology, new terminology but still, no matter how much time passes, no matter what takes place in the interim, there are some things we can never assign to oblivion, memories we can never rub away. they remain with us forever, like a touchstone.",Kafka on the Shore,98,"Time, Memory, Overwhelm","Reflection, Overload, Progression","['time', 'memory', 'overwhelm']","['reflection', 'overload', 'progression']",98,532,0.32666666666666666,0.266,0,1,0,Kafka on the Shore
please remember things are not what they seem.,1Q84,8,"reality, perception, illusion","uncertainty, revelation, awareness","['reality', 'perception', 'illusion']","['uncertainty', 'revelation', 'awareness']",8,46,0.02666666666666667,0.023,1,0,0,1Q84
"i ve built a wall around me, never letting anybody inside and trying not to venture outside myself",Kafka on the Shore,17,"isolation, self-imposed, boundaries","introspection, loneliness, self-preservation","['isolation', 'self-imposed', 'boundaries']","['introspection', 'loneliness', 'self-preservation']",18,98,0.06,0.049,1,0,0,Kafka on the Shore
"the moon had been observing the earth close-up longer than anyone. it must have witnessed all of the phenomena occurring - and all of the acts carried out - on this earth. but the moon remained silent; it told no stories. all it did was embrace the heavy past with a cool, measured detachment. on the moon there was neither air nor wind. its vacuum was perfect for preserving memories unscathed. no one could unlock the heart of the moon. aomame raised her glass to the moon and asked, have you gone to bed with someone in your arms lately? the moon did not answer. do you have any friends? she asked. the moon did not answer. don t you get tired of always playing it cool? the moon did not answer.",1Q84,131,"moon, observation, silence","detachment, heavy past, cool, embrace","['moon', 'observation', 'silence']","['detachment', 'heavy past', 'cool', 'embrace']",132,698,0.44,0.349,0,1,0,1Q84
lots of different ways to live and lots of different ways to die. but in the end that doesnt make a bit of difference. all that remains is a desert.,"South of the Border, West of the Sun",30,"life, death, desert","insignificance, finality, contemplation","['life', 'death', 'desert']","['insignificance', 'finality', 'contemplation']",30,148,0.1,0.074,1,0,0,"South of the Border, West of the Sun"
"hey, what is it with you? why are you so spaced out? you still havent answered me. i probably still havent completely adapted to the world, i said after giving it some thought. i dont know, i feel like this isnt the real world. the people, the scene they just dont seem real to me. midori rested an elbow on the bar and looked at me. there was something like that in a jim morrison song, im pretty sure. people are strange when youre a stranger.",Norwegian Wood,86,"reality, perception, authenticity","disconnection, alienation, introspection, disillusionment","['reality', 'perception', 'authenticity']","['disconnection', 'alienation', 'introspection', 'disillusionment']",86,445,0.2866666666666667,0.2225,0,1,0,Norwegian Wood
"by living our lives, we nurture death. true as this might be, it was only one of the truths we had to learn. what i learned from naokos death was this no truth can cure the sorrow we feel from losing a loved one. no truth, no sincerity, no strength, no kindness can cure that sorrow. all we can do is see it through to the end and learn something from it, but what we learn will be no help in facing the next sorrow that comes to us without warning.",,91,"death, sorrow, truth","sorrow, truth, kindness, strength","['death', 'sorrow', 'truth']","['sorrow', 'truth', 'kindness', 'strength']",91,449,0.30333333333333334,0.2245,0,1,0,
